tile,quadkey,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices,lat,lon,city,quality
NYC_814,2950408,120560.22190447606,35951.830560724935,15.536039810200668,223,149,40.82049590349761,-74.10332879174601,NYC,high
NYC_815,7162492,140434.60933515808,55748.58495682403,12.320599478546423,195,35,40.40193869632674,-73.93250823610903,NYC,high
NYC_816,1483075,163562.03514779013,46440.25915614167,15.145952519677838,484,56,40.86703577994532,-73.97238306869079,NYC,high
NYC_817,5473214,170939.22090390293,48619.176653385184,17.95568058961966,26,79,40.48057431460412,-74.051049223158,NYC,high
NYC_818,3026393,61354.90004068534,47382.990061841636,51.38177088400057,386,151,41.19772910844149,-73.56022528299154,NYC,high
NYC_819,4099072,163297.14294255638,52952.32575040603,13.808831624721913,437,104,40.60288603878021,-74.31145203030009,NYC,high
NYC_820,2960299,128660.85500461012,54764.88763165369,15.24024918882795,81,175,40.635339380223854,-74.2076622564125,NYC,high
NYC_821,5240012,184947.18772909816,42782.73221903325,12.457864425582843,284,11,40.30202216805724,-74.07501693715274,NYC,high
NYC_822,5736416,205026.06107568822,55983.980076204185,11.753448123148052,263,132,40.93460042154986,-74.42591049032885,NYC,high
NYC_823,3779060,141608.54132038882,53507.476970476564,8.776857664208872,116,23,40.34137957851167,-74.48761901022476,NYC,high
NYC_824,3226941,116406.71852612225,60692.039290409244,9.872046736814434,462,63,40.882411256537516,-73.53533197220612,NYC,high
NYC_825,6910838,161092.2240792109,53583.44511076003,9.017210356916568,54,5,41.03793487566142,-74.02074439585276,NYC,high
NYC_826,4405851,93935.90825152588,54154.75151506249,10.548114708699611,446,120,40.68197749609277,-74.13829149187245,NYC,high
NYC_827,8395511,168828.33637777352,46990.19687606778,11.842814862584083,32,22,40.42892599834877,-74.32259465139026,NYC,high
NYC_828,7603352,188521.6873962282,47236.72199853222,15.364736893028912,426,104,40.34020807169543,-73.86673711681864,NYC,high
NYC_829,2040835,186689.27010385005,36400.30809880825,21.138999939258426,286,175,40.40790882002421,-73.61338867195585,NYC,high
NYC_830,1749045,208776.3108033541,45422.362145686944,10.43710736873886,156,178,40.69225497814977,-74.13872229871929,NYC,high
NYC_831,4101004,149813.94925700774,47722.80385164247,18.577465483847426,495,144,40.8635883208469,-73.89183114968111,NYC,high
NYC_832,5495433,180673.44818567773,44665.68253382509,2.5107644021635966,50,81,40.659539525311395,-74.16303348029992,NYC,high
NYC_833,6596127,159389.88913604486,48162.66725233195,9.510057162901013,406,73,41.17063021747528,-73.62223798454197,NYC,high
NYC_834,9214491,123181.72851964434,55242.67096772636,10.645141784269795,134,184,40.71915055328081,-73.53448364319586,NYC,high
NYC_835,8613312,129235.47420273643,58786.16410601914,11.638058473248739,269,43,40.5397421002547,-73.89931067680212,NYC,high
NYC_836,8814889,157611.2015847544,41027.45072501883,12.166840376902789,338,135,40.53740879809695,-73.78484073178612,NYC,high
NYC_837,2360764,175375.18872730178,53248.058252101226,15.558150106215907,396,156,41.05876525609853,-74.07849429628664,NYC,high
NYC_838,1730559,127714.23644797572,35394.14529200605,13.787169089844276,94,171,40.40854602954817,-73.67925757142415,NYC,high
NYC_839,5605677,156957.3954768734,44714.62574382301,19.21087782574434,29,74,40.67176971806535,-74.26757282104651,NYC,high
NYC_840,1516031,154269.05538395417,56060.21830014241,15.848835912021594,273,169,40.66239890600774,-74.31736775357592,NYC,high
NYC_841,5920791,122340.22084615323,82401.39148636807,19.476026175093125,119,103,40.84365103864511,-74.15641480421561,NYC,high
NYC_842,2330657,125915.90959952582,34504.18935854841,20.002554338792162,28,120,40.75509997562108,-74.35789920137287,NYC,high
NYC_843,7622266,135727.92563355988,52929.51833518835,8.99205905929741,445,101,40.88457927025487,-74.11165885364933,NYC,high
NYC_844,3619909,209741.11255250714,53929.135105482164,22.952017842868194,306,187,40.26063881250704,-73.65582805479495,NYC,high
NYC_845,3042361,132925.554039824,45248.52132760521,20.867554291796772,334,187,40.88081945251256,-74.3293176858237,NYC,high
NYC_846,9483310,175905.84727564565,51714.69317590391,20.763240516308464,47,173,40.42400825858795,-74.19281794929637,NYC,high
NYC_847,1960655,113477.88619509144,35646.44084008919,12.103230835811706,85,149,41.13907996184841,-73.54436874337469,NYC,high
NYC_848,6852373,167192.81781731988,39911.449674766714,16.263746121220013,59,188,41.10248741257167,-74.06556542934395,NYC,high
NYC_849,8128080,136529.9226373843,52494.50945930072,16.996140964696636,65,50,41.19639729973878,-73.8386488369496,NYC,high
NYC_850,4429985,41070.773749494176,47085.105787466484,36.6829530362544,192,132,40.425694254659994,-73.75003415106875,NYC,high
NYC_851,8931827,154610.22061692565,41393.444074887666,16.587145985736743,267,124,40.23285270978401,-73.61553042601611,NYC,high
NYC_852,2844348,189196.18752907647,52902.091184213066,12.397015421015535,50,127,41.062737491404725,-73.7798105161379,NYC,high
NYC_853,1356440,165506.65456186738,45118.95529446655,19.150671996893028,412,70,41.048583070854605,-74.09083641339589,NYC,high
NYC_854,6473024,130513.32900441343,55287.6252718334,15.042880010012157,480,135,40.38524638897386,-73.92636754179819,NYC,high
NYC_855,5857162,159926.37964270526,66410.31834100027,16.901297130379614,436,64,40.5190392452284,-73.66815861909448,NYC,high
NYC_856,9736857,167293.5403536727,34914.440317871435,15.924852875365781,217,168,40.477449504998766,-73.79473417528955,NYC,high
NYC_857,2599826,163582.69056230085,68088.61377892944,17.803846745075838,184,58,40.97483272103905,-73.96862080955614,NYC,high
NYC_858,3573338,111094.98458496081,43427.8829178891,11.171273406468718,79,198,40.638693155036684,-73.52047586674479,NYC,high
NYC_859,1427557,58763.304691537654,57453.60724077876,72.83936117208904,57,187,40.63737260718596,-73.57232109386706,NYC,high
NYC_860,6198363,199391.05188224994,75416.19846718792,18.531154873835348,81,18,40.375315644757116,-73.83180237713508,NYC,high
NYC_861,8620520,156839.73491127184,52756.939972529835,13.348081018950346,459,29,40.25923365548282,-74.49226681191742,NYC,high
NYC_862,8366829,189505.66978859695,47735.83268654738,15.248301669082908,479,93,41.094517306395396,-73.61417978859339,NYC,high
NYC_863,4917430,179901.04122718563,54622.62464454204,8.83711972692259,308,192,41.079491348399394,-73.5234210770078,NYC,high
NYC_864,6276085,194179.3221593285,51423.59242935861,17.176574048125506,38,26,40.46174352479687,-74.18156177136494,NYC,high
NYC_865,2280280,180030.32760095512,60899.049590908304,12.144080129579066,181,64,40.49961574720703,-74.21236760824013,NYC,high
NYC_866,9103292,182166.5155454646,46945.433882607715,25.13790986662359,453,37,40.64168743135021,-73.85373599405624,NYC,high
NYC_867,9357038,22398.240390652438,42269.70290397297,52.79583475905768,341,73,40.31979126117462,-73.78654003233002,NYC,high
NYC_868,5062118,136812.59173313278,56412.79019410576,7.587929294705637,454,111,40.84383417571205,-73.55276282121876,NYC,high
NYC_869,6416797,138721.92840259263,67844.50209609176,16.698771027289766,85,39,40.39701989929636,-74.06913996344288,NYC,high
NYC_870,2881986,32897.6866231629,33227.0873194085,63.6960083401924,238,90,40.90466390816085,-74.12293063027349,NYC,high
NYC_871,4583650,142968.93897832627,51949.07205262376,20.265000136493704,52,134,40.893037753843785,-73.6635430138816,NYC,high
NYC_872,3640955,164619.49449656735,46388.90880782054,16.6037992905807,305,169,40.63391890443408,-74.09547721564857,NYC,high
NYC_873,3769785,124804.8638765883,44895.57793233449,13.11441063153276,232,84,40.22731509452761,-73.93116096214013,NYC,high
NYC_874,4775944,99343.05103657582,36835.70994463859,13.584528015432108,144,118,41.052007953039464,-74.47400553985568,NYC,high
NYC_875,2422771,111501.31804248501,72919.11266818686,24.337310020806754,415,8,40.60143229039884,-74.09001039202475,NYC,high
NYC_876,7032290,138436.07828336503,52340.91361457764,28.994897651473295,409,111,41.15776706364008,-74.02419655746105,NYC,high
NYC_877,5223138,166460.2546213707,62445.802553962516,16.361336922029988,381,177,40.7034135758982,-73.65723241471869,NYC,high
NYC_878,2877330,147387.4582157055,68798.74549421007,17.603780601793556,64,81,40.69144487055053,-74.4613387836211,NYC,high
NYC_879,8035483,140165.80620370433,38837.013649121654,9.88223856296816,312,188,40.62571118958922,-73.96850624632677,NYC,high
NYC_880,7284179,173749.62618280578,38812.33837186154,23.83512247197931,384,55,40.52690981908937,-73.87253588076423,NYC,high
NYC_881,6169619,118072.65864200328,52682.898575342784,10.886243620684793,151,104,40.982050559241586,-73.90927700989378,NYC,high
NYC_882,7225175,113235.3456234352,41599.399644581936,15.136278161802897,160,14,40.86062230482444,-74.29646537604988,NYC,high
NYC_883,4275654,118313.27877995902,56272.912012854635,20.558492678220535,163,115,40.26993271934333,-73.61222581223805,NYC,high
NYC_884,1312051,95300.26973823854,53582.06633870375,40.068285478063984,432,72,41.11069810477425,-74.37748433155588,NYC,high
NYC_885,2412210,157928.11719185414,56440.77074458449,15.769455557407131,446,162,40.231727640511465,-74.47010724881106,NYC,high
NYC_886,1165301,142822.19385991633,56707.43825432888,13.589553586623769,136,95,40.66001374079379,-74.19627077824867,NYC,high
NYC_887,4430460,148432.8273970998,29756.565017938912,14.016603008565998,447,12,41.051421796198056,-73.85122424871574,NYC,high
NYC_888,8464370,127383.25414335926,40940.348586823005,11.385573994619175,205,91,41.12123754787227,-74.40151968324604,NYC,high
NYC_889,3995353,139521.13595384336,59588.16306467672,20.638431472582145,258,27,40.576525521135686,-73.74946141650469,NYC,high
NYC_890,6551093,175835.53613291343,39201.938323068374,25.36889341401642,137,198,41.01606340062713,-74.23399742626901,NYC,high
NYC_891,3249119,126410.87840585013,41210.98568531869,18.334638306786843,157,33,40.66722231915954,-73.76085519017218,NYC,high
NYC_892,4981048,168447.36462472068,55287.079213637306,15.756158941032595,230,195,41.06380376679725,-73.72879575264915,NYC,high
NYC_893,9484102,131979.4181556732,58090.6725884488,12.00451290895486,154,197,40.48107602045356,-74.46502177775011,NYC,high
NYC_894,7367038,61404.11281915884,68075.90322192307,39.85765292700948,21,67,41.01417153546364,-74.10836501426725,NYC,high
NYC_895,5498907,132712.14212915182,38305.19370796983,11.395149457650518,304,27,40.335428049978006,-74.07253630026688,NYC,high
NYC_896,9570209,168943.39238069492,48511.34773304578,18.368784772503048,84,38,40.92823620327654,-74.43682580949458,NYC,high
NYC_897,7985481,133470.5283280329,37794.88464729999,10.264114759759764,280,46,40.69885754190268,-74.19221785669427,NYC,high
NYC_898,6959776,138968.93021346637,45398.49038323591,16.572254111453283,384,99,41.06317691929971,-74.27629768463787,NYC,high
NYC_899,8205273,129672.22710664646,43506.72274304137,8.366527349611113,340,92,41.11812182837609,-74.42296124218981,NYC,high
NYC_900,3321991,142307.9233340311,36629.248921121616,21.285513903275973,244,72,41.123443015834546,-73.54369925088776,NYC,high
NYC_901,6065521,160108.02990432156,36593.77140922111,13.402797095947466,23,20,40.99928303429591,-74.48793978024004,NYC,high
NYC_902,6168949,87980.55339829069,47887.023829615755,10.673580638036087,418,116,40.502787392644144,-73.87709485507638,NYC,high
NYC_903,2043423,183315.1842592996,53301.13790470944,10.92994665354222,423,177,40.47510493138444,-73.66711210087422,NYC,high
NYC_904,7616243,150664.09456143618,44870.55830851055,23.795585741242732,351,137,40.523377015550786,-73.89027394655483,NYC,high
NYC_905,7145660,207932.1567885399,41726.73198350901,23.24082412285345,243,65,40.85765604342973,-74.13206128639622,NYC,high
NYC_906,7211715,164743.36532683205,47709.18969078291,9.314835584262564,369,127,41.15582070964574,-73.71092711881883,NYC,high
NYC_907,9762127,125345.55514735963,55723.85232307903,10.69715105288719,68,185,40.692890142240046,-74.01459273656734,NYC,high
NYC_908,8642897,157289.76085306203,51232.20240992107,14.386072927260315,291,108,40.453112310296675,-73.84664969690076,NYC,high
NYC_909,5765358,152873.90176888934,46463.63579150709,13.540680754301196,192,196,40.36574318647543,-74.43700999128954,NYC,high
NYC_910,2971472,136809.00147192573,44045.76797123958,15.170046274305388,315,41,40.33305098657073,-74.27526572339389,NYC,high
NYC_911,7442399,172071.63933056663,62457.08664169662,11.39284767973191,225,84,40.27869216503198,-74.31471084330349,NYC,high
NYC_912,9734143,169716.0330388816,48607.312933324145,22.562653511512753,10,67,40.680388948498766,-73.63106059439733,NYC,high
NYC_913,5917970,116053.12180361009,42113.034907907335,21.86702971175127,387,16,40.93940443733187,-73.57727063072267,NYC,high
NYC_914,1722153,136163.861891633,54166.009147611054,11.144293217213903,68,83,40.80213164494773,-73.98085914823037,NYC,high
NYC_915,3501212,113309.81493191191,47719.94273190282,7.965112689480057,265,100,40.76082149722914,-73.80326170071041,NYC,high
NYC_916,5249367,166182.05964628223,62227.98635970556,17.362786996919112,331,145,40.66606168338173,-73.82167134954473,NYC,high
NYC_917,9347131,32440.275025388793,63965.544897475156,40.099449801557334,231,22,40.41703862056987,-74.25879488106936,NYC,high
NYC_918,3539065,143141.907130531,48026.846588387605,9.605260104544055,149,180,40.247539947444785,-74.18612042333224,NYC,high
NYC_919,4087686,130751.98503995905,66468.50086691784,22.594388444149104,381,186,41.02828776558014,-74.0112457595643,NYC,high
NYC_920,8310982,119642.54034926408,54488.184057722254,9.088908849791558,153,23,40.54217806703422,-73.91820459493363,NYC,high
NYC_921,3960841,21032.42367009462,48026.323929905106,73.57578860594744,29,54,40.9973365186849,-74.41270214452325,NYC,high
NYC_922,9509781,54738.269743200166,50777.951479950316,35.83694648570333,56,9,40.253130161051516,-74.30486345740962,NYC,high
NYC_923,4119810,169864.94423332106,44833.85801239892,9.883733883122078,352,174,41.19872265897002,-73.86604361488543,NYC,high
NYC_924,4197860,144601.29894590157,56523.26535828232,12.346170559233215,103,121,41.038108402422985,-74.3800593589525,NYC,high
NYC_925,8356148,118400.81022463612,66625.55081114022,13.795197085720408,374,174,40.99860848424435,-74.04354318293485,NYC,high
NYC_926,1473818,149344.29757673628,57072.313738042765,22.375561821549276,473,121,41.092610435719685,-74.46091114399461,NYC,high
NYC_927,9193421,144197.17114256384,56180.880162074325,16.920977460515303,281,175,41.04693866052359,-74.01629596814215,NYC,high
NYC_928,2991226,169089.55335181952,55011.699345275454,18.878232463968715,354,196,41.05610296615216,-74.14422999422702,NYC,high
NYC_929,5977037,140982.29175934146,59797.672169413636,21.624142109950462,80,183,40.36913143839284,-74.06896627455023,NYC,high
NYC_930,2179418,194093.52776362488,43777.29777106004,5.798668076022157,417,171,40.6362388048998,-73.99107249113933,NYC,high
NYC_931,1545501,189844.98161872,54922.39464464855,10.024575160560786,424,96,40.88362668077594,-73.80290609624056,NYC,high
NYC_932,3554293,142151.48486802823,31588.182220034123,5.683428008480028,179,123,40.79613290998852,-73.96761581310356,NYC,high
NYC_933,5525605,35493.020467748735,35612.79898943131,48.9625924686295,196,133,40.556875493370356,-73.50886810584163,NYC,high
NYC_934,7512324,172022.0373556759,57653.538394160496,10.405210826502316,477,146,40.84319773127483,-73.59812732306476,NYC,high
NYC_935,7371332,134993.56452747367,63985.12355451713,13.002999819197266,86,164,41.08430721349064,-74.47562042004554,NYC,high
NYC_936,5912894,149373.92210813364,32562.60297050037,8.497832098141526,484,66,40.960115825572885,-74.45295411880298,NYC,high
NYC_937,3503821,139864.37798247626,33312.35043938992,16.492766405288236,145,180,40.330275898876494,-73.72033339805554,NYC,high
NYC_938,5236343,127517.5203912908,53377.66099054601,12.274563850022048,24,189,40.410624428841324,-73.662626679325,NYC,high
NYC_939,5622887,204502.66888725315,56545.0294878074,11.009048874093999,191,18,41.20840420180351,-74.25333699782871,NYC,high
NYC_940,7725311,175927.4515409591,22924.56144618823,11.400052333890304,241,191,40.917711132731334,-74.42079952244033,NYC,high
NYC_941,8400236,122278.11577976804,63150.94010107804,21.422953593425696,86,13,40.63231370933752,-74.18949822073738,NYC,high
NYC_942,9306946,152685.66152281954,50672.034527102114,10.15303123314585,316,83,40.82152294217822,-73.57901152518221,NYC,high
NYC_943,4380795,112984.10068624088,62506.45343348778,20.41008619582458,415,156,40.50073409409322,-74.32047402474228,NYC,high
NYC_944,7118225,189362.53248321678,59361.02435196951,9.40969786009086,108,152,40.56927667084779,-74.34322389897463,NYC,high
NYC_945,1456195,184905.7757887898,64562.32528853321,14.730751443765298,30,163,40.83471442128388,-73.53736133469972,NYC,high
NYC_946,4701339,143424.68224017098,41927.27825115218,22.574871119669286,326,146,41.10036307181619,-74.0352376076124,NYC,high
NYC_947,5650215,94850.71995872857,52233.023395522054,19.917409477725954,16,40,40.72643338392865,-73.70295447532412,NYC,high
NYC_948,3763049,108546.89272549335,34395.018421256435,16.27157813276855,473,19,40.569421798826056,-74.21779730614996,NYC,high
NYC_949,3435016,128947.48673607642,58177.555095731914,8.947060615904405,190,61,41.094654800820685,-74.0207192828898,NYC,high
NYC_950,5490741,174733.55400682456,50827.0000363857,14.403878218670478,487,136,40.41145065268114,-74.2252902575354,NYC,high
NYC_951,5125339,177592.4543697128,61877.24512120214,8.61894551496473,35,86,40.98122107111725,-73.62098467545275,NYC,high
NYC_952,6834564,144085.5785712476,34939.11154939824,20.352897337891388,24,179,40.52248195831295,-74.36096726625011,NYC,high
NYC_953,4679020,147448.6698288593,56410.60269411809,22.486480835909628,260,79,40.74244452703513,-74.15822990239556,NYC,high
NYC_954,3107719,214067.60190232098,52820.34219209343,23.25286481616424,226,68,40.84343619052965,-74.4264802867035,NYC,high
NYC_955,6069398,131123.63551411673,37842.9277118568,14.78935861912341,318,185,41.20596373893348,-74.39990795005205,NYC,high
NYC_956,8722905,186057.9500861863,50087.88442632072,15.289320237133783,240,23,40.68004134440884,-74.26591529806336,NYC,high
NYC_957,7116130,142032.22100212766,51030.415657713886,19.778146365243696,116,132,41.01316418845535,-74.04897604780737,NYC,high
NYC_958,5449720,196174.27037431952,65723.98210270327,13.589371115330444,107,124,40.652920770984935,-74.41486266091029,NYC,high
NYC_959,6221995,186921.0871495341,40896.75658071716,18.4758262416507,53,82,40.324898510350764,-74.06523419856346,NYC,high
NYC_960,5828626,178690.04794514438,49493.4134341779,17.60971982329394,399,23,40.24841215027284,-74.00802369741261,NYC,high
NYC_961,8303950,146366.302783207,69920.36635959308,24.169482730121878,96,27,40.238272691735105,-74.4423910038235,NYC,high
NYC_962,1818706,152040.64633137165,34748.3935096099,12.440446692573978,165,85,40.74652541367145,-74.36216552900969,NYC,high
NYC_963,1384533,151513.59553355796,53859.70092568876,9.116775280499734,479,123,40.435750008557754,-74.31794143352093,NYC,high
NYC_964,7944075,206132.2344692434,41491.15910961101,27.20610861235957,236,96,40.56265023609085,-73.87849384579823,NYC,high
NYC_965,8997018,163113.80339193155,56157.76492138088,20.910755403136285,201,83,40.8868584527537,-74.29136203709557,NYC,high
NYC_966,7337479,153005.7840027829,72680.6133179299,19.010822912472047,496,37,40.244420038237465,-74.2474994323004,NYC,high
NYC_967,6138717,165701.02223032803,61559.27801881285,20.26053411237318,213,176,40.937222340269315,-74.1021889947525,NYC,high
NYC_968,9890111,131905.5729895892,38054.62492963748,10.83664423490528,465,196,41.19022504168942,-74.22432064552548,NYC,high
NYC_969,2434636,133350.01835657368,22202.931142044632,9.833968686284521,222,115,40.812163551738266,-74.08724100951734,NYC,high
NYC_970,2093956,131001.81885869183,49032.39896813111,20.054198675101567,76,179,40.920680695236534,-73.75807634868859,NYC,high
NYC_971,9123445,255871.65562711452,55985.37914440361,11.729179724289446,467,71,40.44329483735152,-74.17843370607787,NYC,high
NYC_972,1522797,148761.25914646016,35254.973129517646,19.734037832559352,402,149,41.12041638622523,-73.65956482369269,NYC,high
NYC_973,8175173,151650.08808100125,44459.322025710906,14.942830416838113,318,148,41.1864921348502,-74.27536135978573,NYC,high
NYC_974,3075414,129403.83740538693,61633.7605516355,20.34396160697146,126,110,40.94503791409229,-74.41822708587657,NYC,high
NYC_975,1121701,111420.0088045052,57145.306910521685,16.518021356418597,259,184,40.536287761643145,-74.48285322808499,NYC,high
NYC_976,2363307,39101.34282931987,50752.48574766349,17.330434677367123,112,54,40.76496082697101,-73.7531829739112,NYC,high
NYC_977,8805819,131899.41570314928,40780.45272480618,11.426339077445455,217,49,40.81814362794423,-74.41891795040857,NYC,high
NYC_978,7631430,153134.70082857404,45973.934588411685,12.478953127090735,169,199,40.44961292745377,-73.87868292164204,NYC,high
NYC_979,4782700,142476.02883825166,42518.041849422916,17.089923172766483,326,57,40.55584400579301,-74.09529959941345,NYC,high
NYC_980,4177640,152835.82702765404,68060.89117836961,28.334526111600045,125,145,41.06642992852796,-74.26407227188076,NYC,high
NYC_981,7568056,152914.67361258744,52300.55611545501,15.6173615725427,41,153,40.27409879444922,-73.98042062593775,NYC,high
NYC_982,9549906,115010.47120229012,49890.03951588631,14.43503185156159,456,178,40.83482947925201,-74.00025770164456,NYC,high
NYC_983,5457005,174050.79714767932,52996.95555551091,16.316229608632906,468,18,41.04548322362005,-74.30517124982508,NYC,high
NYC_984,4343473,206062.34287624864,45328.67350394171,21.900990079490157,398,79,40.77297189556736,-74.35217407549258,NYC,high
NYC_985,4700568,176294.18866625105,54094.20486208331,12.86890113097663,298,101,40.5324520622553,-73.69556708642683,NYC,high
NYC_986,5074973,183398.16938218178,59391.58913144182,9.643458361645127,427,99,41.06159125277584,-74.2078051221244,NYC,high
NYC_987,4553952,183684.76481655825,50734.750162103104,27.73629844858596,96,25,41.156157298709886,-74.1409163267156,NYC,high
NYC_988,6516829,151570.88691609786,50770.13995983759,17.964061174171437,294,140,40.32438231313324,-74.35825367556204,NYC,high
NYC_989,9685116,81264.6489615201,36663.3927732176,27.636035331868836,489,16,40.65658357928234,-73.93514697445569,NYC,high
NYC_990,3498544,133296.636814699,50326.388366908715,20.68690548814457,259,91,40.80524075539846,-73.65859386507077,NYC,high
NYC_991,3327654,161984.08117806556,41997.92723151783,13.538337501217681,235,138,40.88040171358324,-73.89655470267272,NYC,high
NYC_992,7115790,129081.48958590558,52429.56352131351,13.78460971960396,237,192,40.32734529958648,-74.19161495893255,NYC,high
NYC_993,5978820,175916.14978656019,43948.77193394386,19.01262987481072,360,17,40.45855031218589,-73.92904084987902,NYC,high
NYC_994,2610921,173939.25763745717,44448.9077207165,15.060848411414526,95,137,40.42705543434319,-74.16511698450765,NYC,high
NYC_995,5161460,147213.76495820843,43852.52045610911,17.84407505775094,418,93,40.87432432414618,-73.91408559558093,NYC,high
NYC_996,2125664,164571.4752406199,66087.13883048896,7.233583737365102,498,104,40.85819867431248,-73.8186275342422,NYC,high
NYC_997,1901495,169978.46513502198,36150.36760456882,11.284709500344935,217,78,40.76622770078707,-74.49461033191145,NYC,high
NYC_998,3323964,121975.37378851374,64808.86290653332,7.441064270155321,141,91,40.837742275107395,-74.40941131750547,NYC,high
NYC_999,3513614,19343.24891353692,60038.75442282491,13.557012359818224,43,74,40.55337593742112,-74.20484098021456,NYC,high
NYC_1000,9017464,148046.98383734087,77229.48687724303,6.689426432242797,92,133,40.46625712967302,-74.43175314066946,NYC,high
NYC_1001,2941042,168589.89354487273,51026.455285396645,13.511019218880199,485,91,40.746321430980984,-74.40473481901259,NYC,high
NYC_1002,3466993,150666.6537760273,60841.381745872306,12.508547801606841,445,30,40.45703370036408,-73.94564802598003,NYC,high
NYC_1003,6768076,184899.08664821085,50179.30352584118,12.915613914710054,405,14,41.197444369373365,-74.36773465612313,NYC,high
NYC_1004,8763412,94887.34088556413,32828.17514192924,23.929500232832396,359,104,41.204499461018564,-73.57843865118096,NYC,high
NYC_1005,5623527,122868.83854191202,43222.845876140585,13.322525204858284,128,147,41.16339396593113,-73.64686964024877,NYC,high
NYC_1006,3037775,128542.54443547229,43058.23264114648,17.054951014387502,369,74,40.46619810755937,-74.00097195385123,NYC,high
NYC_1007,7551381,165818.5961907585,53097.26779136002,17.37875995915766,380,68,41.04887927516684,-73.78755271869758,NYC,high
NYC_1008,8352236,131700.81173716043,50311.88302467717,15.872474556766289,379,197,40.653916164098334,-73.77237817071206,NYC,high
NYC_1009,4058321,161041.91195799963,60094.03965275241,16.78243944387388,286,58,40.814210722003615,-73.63217817883775,NYC,high
NYC_1010,8912798,146053.08463459814,39773.75014128598,22.775577688540594,108,171,40.92896453817761,-74.37058115018218,NYC,high
NYC_1011,4819128,153378.7630389771,42415.1840087519,12.772240482440365,118,64,41.15609839724566,-73.97822779093113,NYC,high
NYC_1012,7943122,88040.91674878169,71216.31307330204,13.58424057560062,452,140,40.763413297985146,-74.25541842340581,NYC,high
NYC_1013,4543244,89248.80258971482,36458.823184423796,5.3676533990246185,276,142,40.797792733605824,-73.81673836453405,NYC,high
NYC_1014,4511449,207586.8025790893,53555.54185335978,9.318648806603212,192,52,40.694073951827605,-73.88864574901193,NYC,high
NYC_1015,1521317,174665.6116851487,37090.57780506776,12.965128168133145,396,99,40.72096379045818,-74.4430285912663,NYC,high
NYC_1016,1984131,164049.0238747698,55499.91974843654,17.41861111744199,182,79,40.86891115047817,-74.29553825231679,NYC,high
NYC_1017,6204369,116008.6348398164,38941.662554071416,11.133968978189214,471,23,40.54631235366287,-74.2870298728942,NYC,high
NYC_1018,2160675,96096.29663307834,49722.00896140903,4.467523804959523,144,137,40.24309322647963,-73.73535747298524,NYC,high
NYC_1019,3016142,164560.34308630598,63711.595535381915,23.240013950283497,316,180,40.775926593892045,-74.50022933870703,NYC,high
NYC_1020,9196722,92479.53341969103,35288.73594626482,16.681389446237812,22,73,40.52363010102749,-73.52175928319835,NYC,high
NYC_1021,6131547,127889.11916541909,48844.5853103484,21.346164534601137,386,130,40.418823723582086,-73.67755546144562,NYC,high
NYC_1022,5533027,114235.58593363986,51297.86443259524,1.802423754325595,407,116,40.725011016810285,-74.10163557001886,NYC,high
NYC_1023,2620706,155096.01181187606,55007.712941202095,10.785309035671059,469,186,41.121717744121455,-73.56400855311612,NYC,high
NYC_1024,8397803,145585.81485557678,43433.75929200296,19.369948755034414,199,103,40.60532619841783,-74.21461561397926,NYC,high
NYC_1025,6572618,152353.1773825101,48055.20406451551,21.458391806794708,79,144,40.46888842623842,-74.38565955975695,NYC,high
NYC_1026,1540027,157040.2921108208,46340.67789223127,12.706539332315256,164,25,40.62728097925436,-74.49119113886738,NYC,high
NYC_1027,4537553,161834.6718573015,50488.73215194417,21.174252688672688,168,192,40.40166938281555,-74.23740083849891,NYC,high
NYC_1028,7258588,187855.6960956261,51304.52414971742,22.846697141852793,440,34,40.54002118316146,-74.26380410798686,NYC,high
NYC_1029,3700502,128700.77326898226,54954.986691401806,12.016983225458228,230,19,40.64745731805109,-74.17520500521896,NYC,high
NYC_1030,8546361,166306.0268239774,43417.398572767706,16.65033905400258,23,54,40.5225653141429,-73.98411553807252,NYC,high
NYC_1031,1978536,192593.11661696696,38820.723919632605,22.695986000874537,141,52,40.75398805585703,-74.48228363969422,NYC,high
NYC_1032,5638952,145471.9014946802,42268.09031513371,15.43857504658882,45,161,40.82374652570265,-73.68570703939082,NYC,high
NYC_1033,9447149,155261.5837361984,36243.65911213638,12.631772711744045,264,165,40.777873791480104,-73.55729508176081,NYC,high
NYC_1034,9336484,141857.8481950651,45360.52030515592,21.05350626573758,199,100,40.97840481825779,-74.01246916976739,NYC,high
NYC_1035,8878239,149481.80285855482,47459.80260983024,19.70510457687108,404,5,40.5806471811428,-73.95073667739206,NYC,high
NYC_1036,4884036,193502.61126527254,37297.68160972453,10.618031282626205,91,135,40.39513518357822,-73.56369906209879,NYC,high
NYC_1037,5640743,170410.27733958975,42403.26982247447,18.318231735164208,216,115,40.589911984534446,-73.59960851763785,NYC,high
NYC_1038,2664069,116235.59885711808,50935.69847025736,22.01060874210583,395,74,40.673769592212544,-73.83199862893015,NYC,high
NYC_1039,5975279,125200.18218662372,62051.17739614451,15.728245609648162,180,104,41.092652048038715,-74.18133873281481,NYC,high
NYC_1040,1502939,104665.83859965582,33207.13413051203,7.5308594187791025,62,190,40.726015741779555,-73.92010239664724,NYC,high
NYC_1041,1826278,160034.55634834536,55670.69218785589,11.134764066115785,220,29,40.63204924931897,-74.3120060437766,NYC,high
